Tweet,Author,Date
RT @russianmachine: Madison Bowey is wearing number 74 with the Detroit Red Wings in honor of his mentor John Carlson https://t.co/0ERpmlRn…,Nicole Clapp,2019-02-27 23:20:59
@helloloui6884 @LeafsMaz20 Basically high season ticket sales and people more interested in sitting in the bar areas and concourse than their seats.  Article here:  https://t.co/uEFwo6Jg3a,Michael Fitzpatrick,2019-02-27 23:19:34
@RaleighJayy @LeafsMaz20 They sold out every game.  Read this if you’re curious about empty seats.  https://t.co/uEFwo6Jg3a,Michael Fitzpatrick,2019-02-27 23:17:26
"RT @Freawaru2020: Tomas Tatar started the score-fest against his former team, and Andrew Shaw finished it with his first NHL hat trick as t…",Don Treagus,2019-02-27 23:16:00
"RT @rabidhabs: Podcast: The Recency Bias - Game 64 | Habs at Red Wings
Can we call it The Murder in Motown? Your Montreal Canadiens lit up…",Don Treagus,2019-02-27 23:15:53
RT @russianmachine: Madison Bowey is wearing number 74 with the Detroit Red Wings in honor of his mentor John Carlson https://t.co/0ERpmlRn…,RedAlert #ALLCAPS 🆗,2019-02-27 23:13:03
@wpgtiger @ITsJoshCauley @LeafsMaz20 This...  https://t.co/uEFwo6Jg3a,Michael Fitzpatrick,2019-02-27 23:09:57
RT @HabsEOTP: The #Habs saw the best versions of Max Domi and Andrew Shaw https://t.co/AHSuCQMGQr,Don Treagus,2019-02-27 23:08:19
RT @hockeynight: Montreal's Max Domi earns career-high 5 points in team's rout of Detroit https://t.co/76mBqlTKax,Don Treagus,2019-02-27 23:05:41
RT @hockeynight: Andrew Shaw getting the job done for the Habs: https://t.co/QyhBuQNocU https://t.co/DGFMGf4IT6,Don Treagus,2019-02-27 23:04:35
